lEntity,Rela,rEntity,type,le,re,rela,cls
kerley B lines,be present in,lung periphery,Opacity_lung,177,441,21,8
air trapping,be present in,lungs,Opacity_lung,117,448,21,8
hyperinflation,affects,lungs,Opacity_lung,694,448,22,8
bronchial wall thickening,affects,bronchi,Opacity_lung,416,749,22,8
tracheal narrowing,affects,trachea,Opacity_lung,101,20,22,8
tracheal dilation,affects,trachea,Opacity_lung,781,20,22,8
thyroid enlargement,affects,neck,Opacity_lung,752,556,22,8
aorta,be,tortuous,other,336,432,0,9
aorta,be,calcified,other,336,494,0,9
aorta,be,ectatic,other,336,22,0,9
aorta,be,unfolded,other,336,547,0,9
aorta,have,atherosclerotic calcifications,other,336,730,1,9
aorta,be,dilated,other,336,524,0,9
aorta,be,prominent,other,336,637,0,9
aorta,have,aneurysmal enlargement,other,336,17,1,9
heart,size,normal,other,351,134,2,9
heart,size,enlarged,other,351,140,2,9
heart,have,cardiomegaly,other,351,590,1,9
heart,size,borderline,other,351,698,2,9
heart,have,left ventricular enlargement,other,351,277,1,9
lungs,be,clear,other,448,658,0,9
lungs,have,emphysematous changes,other,448,790,1,9
lungs,have,granulomas,other,448,690,1,9
lungs,be,hyperinflated,other,448,40,0,9
lungs,have,interstitial markings,other,448,526,1,9
lungs,have,chronic changes,other,448,509,1,9
lungs,have,COPD changes,other,448,814,1,9
pleural effusion,be,absent,other,354,10,0,9
pleural effusion,be,present,other,354,226,0,9
pneumothorax,be,absent,other,160,10,0,9
pulmonary edema,be,absent,other,337,10,0,9
pulmonary edema,be,present,other,337,226,0,9
thoracic spine,have,degenerative changes,other,164,66,1,9
thoracic spine,have,osteophytes,other,164,303,1,9
thoracic spine,have,spondylosis,other,164,348,1,9
ribs,have,fractures,other,251,156,1,9
mediastinum,be,normal,other,469,134,0,9
mediastinum,be,widened,other,469,359,0,9
pulmonary vasculature,be,normal,other,80,134,0,9
pulmonary vasculature,be,engorged,other,80,372,0,9
diaphragm,be,elevated,other,471,118,0,9
diaphragm,be,flattened,other,471,232,0,9
hiatal hernia,be,present,other,433,226,0,9
sternotomy wires,be,present,other,684,226,0,9
pacemaker,be,present,other,680,226,0,9
ICD leads,be,present,other,234,226,0,9
airspace consolidation,be,absent,other,2,10,0,9
airspace consolidation,be,present,other,2,226,0,9
atelectasis,be,present,other,54,226,0,9
interstitial markings,be,present,other,526,226,0,9
nodules,be,present,other,613,226,0,9
calcified lymph nodes,be,present,other,29,226,0,9
scoliosis,be,present,other,213,226,0,9
kyphosis,be,present,other,417,226,0,9
osteopenia,be,present,other,773,226,0,9
pleural thickening,be,present,other,295,226,0,9
pulmonary hypertension,may be,present,other,172,226,3,9
costophrenic angles,be,blunted,other,476,713,0,9
lung volumes,be,low,other,502,253,0,9
lung volumes,be,normal,other,502,134,0,9
trachea,be,midline,other,20,380,0,9
surgical clips,be,present,other,793,226,0,9
vertebral bodies,have,wedge deformities,other,663,194,1,9
clavicle,have,deformity,other,360,16,1,9
azygos fissure,be,present,other,635,226,0,9
pulmonary nodules,be,present,other,235,226,0,9
pleural plaques,be,present,other,578,226,0,9
bronchial wall thickening,be,present,other,416,226,0,9
pulmonary fibrosis,may be,present,other,188,226,3,9
lung scarring,be,present,other,584,226,0,9
mediastinal lymphadenopathy,may be,present,other,392,226,3,9
aortic aneurysm,may be,present,other,424,226,3,9
tracheostomy tube,be,present,other,611,226,0,9
mitral annular calcification,be,present,other,327,226,0,9
apical scarring,be,present,other,162,226,0,9
calcified granuloma,located in,lung,other,382,758,4,9
calcified granuloma,located in,right upper lobe,other,382,413,4,9
calcified granuloma,located in,left upper lobe,other,382,254,4,9
calcified granuloma,located in,right lower lobe,other,382,56,4,9
calcified granuloma,located in,left lower lobe,other,382,425,4,9
calcified granuloma,located in,right midlung,other,382,185,4,9
calcified granuloma,located in,left midlung,other,382,591,4,9
calcified granuloma,located in,right hilar region,other,382,168,4,9
calcified granuloma,located in,left hilar region,other,382,314,4,9
calcified granuloma,located in,right apex,other,382,167,4,9
calcified granuloma,located in,left apex,other,382,779,4,9
calcified granuloma,located in,right base,other,382,206,4,9
calcified granuloma,located in,left base,other,382,474,4,9
calcified granuloma,located in,right middle lobe,other,382,778,4,9
calcified granuloma,located in,lingula,other,382,100,4,9
calcified granuloma,located in,right costophrenic angle,other,382,328,4,9
calcified granuloma,located in,left costophrenic angle,other,382,669,4,9
calcified granuloma,size,3 mm,other,382,224,2,9
calcified granuloma,size,4 mm,other,382,283,2,9
calcified granuloma,size,5 mm,other,382,806,2,9
calcified granuloma,size,6 mm,other,382,308,2,9
calcified granuloma,size,8 mm,other,382,490,2,9
calcified granuloma,size,1.7 cm,other,382,699,2,9
calcified granuloma,size,2 cm,other,382,38,2,9
calcified granuloma,appearance,stable,other,382,461,5,9
calcified granuloma,appearance,unchanged,other,382,286,5,9
heart,size,normal,other,351,134,2,9
heart,size,enlarged,other,351,140,2,9
heart,size,mildly enlarged,other,351,407,2,9
heart,size,upper limits of normal,other,351,431,2,9
lungs,condition,clear,other,448,658,6,9
lungs,condition,hyperexpanded,other,448,765,6,9
lungs,condition,emphysematous,other,448,284,6,9
lungs,condition,well-expanded,other,448,807,6,9
lungs,condition,low volume,other,448,411,6,9
pleural effusion,status,absent,other,354,10,7,9
pleural effusion,status,present,other,354,226,7,9
pleural effusion,appearance,left,other,354,244,5,9
pleural effusion,appearance,right,other,354,683,5,9
pleural effusion,appearance,bilateral,other,354,594,5,9
pleural effusion,size,small,other,354,724,2,9
pneumothorax,status,absent,other,160,10,7,9
pneumothorax,status,present,other,160,226,7,9
thoracic spine,condition,degenerative changes,other,164,66,6,9
thoracic spine,condition,osteophytes,other,164,303,6,9
thoracic spine,condition,scoliosis,other,164,213,6,9
aorta,condition,calcified,other,336,494,6,9
aorta,condition,tortuous,other,336,432,6,9
aorta,condition,ectatic,other,336,22,6,9
mediastinal contour,appearance,normal,other,748,134,5,9
mediastinal contour,appearance,widened,other,748,359,5,9
pulmonary vasculature,appearance,normal,other,80,134,5,9
pulmonary vasculature,appearance,prominent,other,80,637,5,9
COPD,associate,lung changes,other,706,202,8,9
COPD,associate,hyperinflation,other,706,694,8,9
hiatal hernia,status,present,other,433,226,7,9
hiatal hernia,size,small,other,433,724,2,9
rib fractures,status,present,other,84,226,7,9
rib fractures,appearance,left,other,84,244,5,9
rib fractures,appearance,right,other,84,683,5,9
sternotomy wires,status,present,other,684,226,7,9
pacemaker,status,present,other,680,226,7,9
pacemaker,appearance,left chest,other,680,397,5,9
ICD leads,status,present,other,234,226,7,9
lung nodules,status,present,other,697,226,7,9
lung nodules,size,small,other,697,724,2,9
lung nodules,appearance,noncalcified,other,697,640,5,9
atelectasis,appearance,bibasilar,other,54,361,5,9
atelectasis,appearance,left base,other,54,474,5,9
atelectasis,appearance,right base,other,54,206,5,9
osteopenia,appearance,spine,other,773,338,5,9
osteopenia,appearance,ribs,other,773,251,5,9
scoliosis,appearance,thoracic spine,other,213,164,5,9
scoliosis,severity,mild,other,213,280,9,9
calcified lymph nodes,appearance,hilar,other,29,219,5,9
calcified lymph nodes,appearance,mediastinal,other,29,63,5,9
pulmonary fibrosis,status,present,other,188,226,7,9
pulmonary fibrosis,appearance,bilateral,other,188,594,5,9
pleural thickening,appearance,apical,other,295,137,5,9
pleural thickening,appearance,right,other,295,683,5,9
pleural thickening,appearance,left,other,295,244,5,9
cardiomegaly,status,present,other,590,226,7,9
atherosclerosis,appearance,aorta,other,4,336,5,9
atherosclerosis,severity,moderate,other,4,612,9,9
emphysema,associate,lung changes,other,371,202,8,9
emphysema,appearance,upper lobes,other,371,656,5,9
bronchial wall thickening,status,present,other,416,226,7,9
bronchial wall thickening,appearance,diffuse,other,416,568,5,9
interstitial markings,appearance,bilateral,other,526,594,5,9
interstitial markings,appearance,increased,other,526,347,5,9
kyphosis,appearance,thoracic spine,other,417,164,5,9
kyphosis,severity,mild,other,417,280,9,9
pectus excavatum,status,present,other,132,226,7,9
pectus carinatum,status,present,other,795,226,7,9
diaphragm,appearance,elevated,other,471,118,5,9
diaphragm,appearance,normal,other,471,134,5,9
trachea,appearance,midline,other,20,380,5,9
trachea,appearance,deviated,other,20,707,5,9
costophrenic angles,appearance,sharp,other,476,190,5,9
costophrenic angles,appearance,blunted,other,476,713,5,9
bony structures,appearance,intact,other,632,813,5,9
bony structures,appearance,degenerative changes,other,632,66,5,9
soft tissues,appearance,normal,other,744,134,5,9
soft tissues,appearance,swelling,other,744,725,5,9
calcified granuloma,associate,previous infection,other,382,310,8,9
calcified granuloma,associate,tuberculosis,other,382,401,8,9
calcified granuloma,associate,histoplasmosis,other,382,482,8,9
calcified granuloma,clinical significance,benign,other,382,442,10,9
calcified granuloma,clinical significance,requires monitoring,other,382,745,10,9
calcified granuloma,differential diagnosbe,includes malignancy,other,382,119,11,9
calcified granuloma,differential diagnosbe,includes sarcoidosis,other,382,520,11,9
calcified granuloma,differential diagnosbe,includes fungal infection,other,382,399,11,9
pulmonary arteries,appearance,normal,other,487,134,5,9
pulmonary arteries,appearance,enlarged,other,487,140,5,9
bronchi,appearance,normal,other,749,134,5,9
bronchi,appearance,thickened walls,other,749,214,5,9
lung volumes,status,normal,other,502,134,7,9
lung volumes,status,decreased,other,502,624,7,9
lung volumes,status,increased,other,502,347,7,9
pleural plaques,status,present,other,578,226,7,9
pleural plaques,appearance,bilateral,other,578,594,5,9
pleural plaques,associate,asbestos exposure,other,578,546,8,9
air bronchograms,status,present,other,180,226,7,9
air bronchograms,appearance,right lower lobe,other,180,56,5,9
air bronchograms,associate,pneumonia,other,180,48,8,9
cardiomediastinal silhouette,appearance,normal,other,692,134,5,9
cardiomediastinal silhouette,appearance,enlarged,other,692,140,5,9
calcified granuloma,associate,none,other,382,249,8,9
calcified granuloma,associate,surrounding inflammation,other,382,540,8,9
lungs,status,clear,other,448,658,7,9
lungs,status,expanded,other,448,780,7,9
infiltrates,presence,no,other,720,587,12,9
atelectasis,appearance,lingula,other,54,100,5,9
heart size,status,normal,other,55,134,7,9
calcified granuloma,appearance,right hilar,other,382,333,5,9
lungs,status,hyperinflated,other,448,40,7,9
pulmonary vasculature,status,normal,other,80,134,7,9
pleural effusion,presence,no,other,354,587,12,9
pneumothorax,presence,no,other,160,587,12,9
calcified granuloma,appearance,left midlung,other,382,591,5,9
calcified lymph nodes,appearance,left hilar,other,29,714,5,9
calcified lymph nodes,appearance,mediastinal,other,29,63,5,9
aorta,status,tortuous,other,336,432,7,9
aorta,status,calcified,other,336,494,7,9
spine,condition,degenerative changes,other,338,66,6,9
ribs,condition,no acute fractures,other,251,486,6,9
calcified granuloma,appearance,left upper lobe,other,382,254,5,9
calcified granuloma,appearance,left lower lobe,other,382,425,5,9
calcified granuloma,size,small,other,382,724,2,9
calcified granuloma,size,large,other,382,447,2,9
calcified granuloma,number,multiple,other,382,292,13,9
calcified granuloma,number,single,other,382,223,13,9
calcified granuloma,stability,stable,other,382,461,14,9
calcified granuloma,stability,unchanged,other,382,286,14,9
calcified lymph nodes,size,small,other,29,724,2,9
calcified lymph nodes,size,large,other,29,447,2,9
calcified lymph nodes,number,multiple,other,29,292,13,9
calcified lymph nodes,number,single,other,29,223,13,9
calcified lymph nodes,stability,stable,other,29,461,14,9
calcified lymph nodes,stability,unchanged,other,29,286,14,9
heart,size,enlarged,other,351,140,2,9
heart,size,normal,other,351,134,2,9
lungs,condition,emphysema,other,448,371,6,9
lungs,condition,COPD,other,448,706,6,9
retrosternal space,status,increased,other,358,347,7,9
pulmonary edema,presence,no,other,337,587,12,9
pulmonary edema,presence,yes,other,337,577,12,9
consolidation,presence,no,other,804,587,12,9
consolidation,presence,yes,other,804,577,12,9
atelectasis,appearance,bibasilar,other,54,361,5,9
pleural thickening,appearance,left lateral,other,295,576,5,9
pleural thickening,appearance,right lateral,other,295,531,5,9
sternotomy wires,presence,yes,other,684,577,12,9
aortic valve,status,prosthetic,other,252,750,7,9
CABG,represent,clips,other,726,604,15,9
CABG,represent,markers,other,726,660,15,9
coronary artery,represent,stents,other,458,207,15,9
lung volumes,status,low,other,502,253,7,9
scoliosis,appearance,thoracolumbar,other,213,304,5,9
osteophytes,appearance,thoracic spine,other,303,164,5,9
fracture,appearance,right humeral,other,341,585,5,9
fracture,status,fixation,other,341,217,7,9
bone density,status,osteopenia,other,588,773,7,9
clavicle,condition,old fracture,other,360,248,6,9
pulmonary arteries,status,prominent,other,487,637,7,9
costophrenic angles,status,blunted,other,476,713,7,9
airspace disease,appearance,right basilar,other,352,121,5,9
pleural plaques,presence,yes,other,578,577,12,9
pleural plaques,associate,asbestos exposure,other,578,546,8,9
calcified granuloma,differential diagnosbe,tuberculosis,other,382,401,11,9
calcified granuloma,differential diagnosbe,histoplasmosis,other,382,482,11,9
calcified granuloma,clinical significance,benign,other,382,442,10,9
calcified granuloma,clinical significance,requires monitoring,other,382,745,10,9
hiatus hernia,size,moderate,other,227,612,2,9
nodule,appearance,left lower lobe,other,276,425,5,9
nodule,size,22 x 14 mm,other,276,736,2,9
nodule,appearance,calcified,other,276,494,5,9
interstitial markings,status,increased,other,526,347,7,9
aorta,condition,aneurysm,other,336,438,6,9
aorta,appearance,descending thoracic,other,336,740,5,9
lymph nodes,calcification,right paratracheal,other,512,717,16,9
lymph nodes,calcification,right hilar,other,512,333,16,9
lymph nodes,calcification,left hilar,other,512,714,16,9
lymph nodes,calcification,subcarinal,other,512,109,16,9
lymph nodes,calcification,mediastinal,other,512,63,16,9
granuloma,appearance,right upper lobe,other,507,413,5,9
granuloma,appearance,right lower lobe,other,507,56,5,9
granuloma,appearance,left upper lobe,other,507,254,5,9
granuloma,appearance,left lower lobe,other,507,425,5,9
granuloma,size,small,other,507,724,2,9
granuloma,size,large,other,507,447,2,9
granuloma,number,multiple,other,507,292,13,9
granuloma,number,single,other,507,223,13,9
granuloma,stability,stable,other,507,461,14,9
granuloma,stability,unchanged,other,507,286,14,9
pleural effusion,size,small,other,354,724,2,9
pleural effusion,size,moderate,other,354,612,2,9
azygos fissure,presence,yes,other,635,577,12,9
azygos fissure,clinical significance,normal variant,other,635,123,10,9
cardiac defibrillator,appearance,right ventricle,other,259,737,5,9
splenic granulomas,presence,multiple,other,98,292,12,9
splenic granulomas,appearance,calcified,other,98,494,5,9
vertebral body,condition,compression fracture,other,628,729,6,9
vertebral body,appearance,thoracic,other,628,197,5,9
pacemaker,presence,yes,other,680,577,12,9
pacemaker,appearance,right chest wall,other,680,543,5,9
bronchial wall thickening,presence,yes,other,416,577,12,9
bronchial wall thickening,associate,chronic bronchitis,other,416,743,8,9
pulmonary hypertension,represent,enlarged pulmonary arteries,other,172,289,15,9
pulmonary hypertension,represent,right ventricular enlargement,other,172,651,15,9
calcified granuloma,differential diagnosbe,old empyema,other,382,466,11,9
calcified granuloma,differential diagnosbe,old hematoma,other,382,449,11,9
calcified granuloma,differential diagnosbe,prior tuberculosis,other,382,529,11,9
calcified granuloma,appearance,left paraesophageal,other,382,671,5,9
calcified granuloma,appearance,intrapulmonary,other,382,727,5,9
thoracic aorta,condition,ectasia,other,256,334,6,9
thoracic aorta,condition,tortuosity,other,256,282,6,9
mitral valve,condition,annular calcification,other,676,199,6,9
epicardial fat pads,status,prominent,other,321,637,7,9
thoracic spine,condition,DISH,other,164,545,6,9
hemidiaphragm,condition,tenting,other,241,105,6,9
hemidiaphragm,appearance,right lateral,other,241,531,5,9
pleural thickening,appearance,left apical,other,295,152,5,9
T12-L1 vertebrae,condition,possible old injury,other,184,331,6,9
T12-L1 vertebrae,condition,possible developmental anomaly,other,184,575,6,9
granulomatous disease,represent,calcified lymph nodes,other,470,29,15,9
granulomatous disease,represent,calcified lung nodules,other,470,715,15,9
granulomatous disease,cause,histoplasmosis,other,470,482,17,9
granulomatous disease,cause,tuberculosis,other,470,401,17,9
granulomatous disease,cause,sarcoidosis,other,470,475,17,9
pulmonary sarcoidosis,represent,indistinct pulmonary interstitium,other,537,129,15,9
pulmonary sarcoidosis,represent,parenchymal nodules,other,537,221,15,9
pulmonary edema,represent,bronchovascular crowding,other,337,225,15,9
pulmonary edema,represent,cephalization of vessels,other,337,189,15,9
asbestos exposure,represent,pleural plaques,other,546,578,15,9
chronic lung disease,represent,hyperinflation,other,705,694,15,9
chronic lung disease,represent,coarsened interstitial markings,other,705,511,15,9
chronic lung disease,type,COPD,other,705,706,18,9
chronic lung disease,type,emphysema,other,705,371,18,9
cardiomegaly,severity,mild,other,590,280,9,9
cardiomegaly,stability,stable,other,590,461,14,9
vascular congestion,appearance,central,other,762,305,5,9
lung volumes,status,low,other,502,253,7,9
left hemidiaphragm,status,elevated,other,64,118,7,9
atelectasis,appearance,basilar,other,54,316,5,9
atelectasis,type,subsegmental,other,54,87,18,9
heart,size,enlarged,other,351,140,2,9
mediastinal contours,status,stable,other,453,461,7,9
pulmonary vascularity,status,normal,other,716,134,7,9
pleural effusion,presence,no,other,354,587,12,9
pneumothorax,presence,no,other,160,587,12,9
consolidation,presence,no,other,804,587,12,9
aorta,condition,tortuous,other,336,432,6,9
aorta,condition,calcified,other,336,494,6,9
spine,condition,degenerative changes,other,338,66,6,9
interstitial markings,status,increased,other,526,347,7,9
pulmonary edema,presence,possible,other,337,130,12,9
hiatal hernia,presence,yes,other,433,577,12,9
hiatal hernia,size,moderate,other,433,612,2,9
sternotomy,presence,yes,other,181,577,12,9
sternotomy wires,status,intact,other,684,813,7,9
pacemaker,presence,yes,other,680,577,12,9
pacemaker,appearance,left chest wall,other,680,193,5,9
ICD,presence,yes,other,459,577,12,9
ICD,appearance,left chest,other,459,397,5,9
lung granuloma,presence,yes,other,488,577,12,9
lung granuloma,appearance,right base,other,488,206,5,9
lung granuloma,type,calcified,other,488,494,18,9
pleural thickening,presence,yes,other,295,577,12,9
pleural thickening,appearance,left apical,other,295,152,5,9
hemidiaphragm,condition,elevated,other,241,118,6,9
hemidiaphragm,appearance,right,other,241,683,5,9
COPD,represent,hyperinflated lungs,other,706,356,15,9
pulmonary hypertension,represent,enlarged pulmonary arteries,other,172,289,15,9
pulmonary hypertension,represent,right ventricular enlargement,other,172,651,15,9
atrial enlargement,appearance,right,other,88,683,5,9
atrial enlargement,appearance,left,other,88,244,5,9
ventricular enlargement,appearance,right,other,489,683,5,9
thoracic aorta,condition,ectasia,other,256,334,6,9
thoracic aorta,condition,atherosclerosis,other,256,4,6,9
mitral valve,condition,annular calcification,other,676,199,6,9
aortic valve,status,prosthetic,other,252,750,7,9
coronary artery,presence,stents,other,458,207,12,9
lung volumes,status,hyperexpanded,other,502,765,7,9
interstitial lung disease,presence,possible,other,61,130,12,9
pulmonary fibrosis,presence,possible,other,188,130,12,9
azygos fissure,presence,yes,other,635,577,12,9
azygos fissure,clinical significance,normal variant,other,635,123,10,9
lung nodule,presence,yes,other,13,577,12,9
lung nodule,appearance,left upper lobe,other,13,254,5,9
lung nodule,size,2.2 x 1.6 cm,other,13,155,2,9
pleural effusion,appearance,bilateral,other,354,594,5,9
pleural effusion,size,small,other,354,724,2,9
pulmonary edema,type,interstitial,other,337,215,18,9
pulmonary edema,severity,mild,other,337,280,9,9
atelectasis,appearance,bibasilar,other,54,361,5,9
atelectasis,appearance,left lower lobe,other,54,425,5,9
atelectasis,appearance,right middle lobe,other,54,778,5,9
pulmonary vascular congestion,presence,yes,other,597,577,12,9
pulmonary vascular congestion,severity,mild,other,597,280,9,9
airspace disease,appearance,bilateral,other,352,594,5,9
airspace disease,appearance,bibasilar,other,352,361,5,9
airspace disease,type,patchy,other,352,312,18,9
thoracic spine,condition,kyphosis,other,164,417,6,9
thoracic spine,condition,scoliosis,other,164,213,6,9
thoracic spine,condition,degenerative changes,other,164,66,6,9
rib fracture,presence,old,other,685,243,12,9
rib fracture,appearance,right,other,685,683,5,9
shoulder,condition,degenerative changes,other,287,66,6,9
shoulder,appearance,bilateral,other,287,594,5,9
clavicle,condition,resection,other,360,384,6,9
clavicle,appearance,left distal,other,360,47,5,9
hilar lymph node,condition,calcified,other,571,494,6,9
hilar lymph node,appearance,right,other,571,683,5,9
mediastinal lymph node,condition,calcified,other,381,494,6,9
pericardial effusion,presence,possible,other,722,130,12,9
pericardial fat pad,status,prominent,other,158,637,7,9
epicardial fat pad,status,prominent,other,79,637,7,9
diaphragm,condition,eventration,other,471,343,6,9
diaphragm,appearance,right,other,471,683,5,9
tracheostomy tube,presence,yes,other,611,577,12,9
tracheostomy tube,appearance,above carina,other,611,339,5,9
central venous catheter,presence,yes,other,299,577,12,9
central venous catheter,appearance,right internal jugular,other,299,68,5,9
PICC line,presence,yes,other,751,577,12,9
PICC line,appearance,right upper extremity,other,751,44,5,9
dialysis catheter,presence,yes,other,150,577,12,9
dialysis catheter,type,dual-lumen,other,150,414,18,9
aortic aneurysm,appearance,ascending,other,424,747,5,9
aortic aneurysm,presence,known,other,424,135,12,9
breast implants,presence,yes,other,335,577,12,9
breast implants,type,calcified,other,335,494,18,9
mastectomy,appearance,right,other,0,683,5,9
lung scarring,presence,yes,other,584,577,12,9
lung scarring,appearance,left base,other,584,474,5,9
lung scarring,appearance,right upper lobe,other,584,413,5,9
granulomatous disease,represent,calcified lymph nodes,other,470,29,15,9
heart,size,normal,other,351,134,2,9
heart,size,enlarged,other,351,140,2,9
heart,size,mildly enlarged,other,351,407,2,9
heart,size,borderline,other,351,698,2,9
heart,size,upper normal,other,351,28,2,9
heart,size,within normal limits,other,351,454,2,9
lungs,condition,clear,other,448,658,6,9
lungs,condition,hyperinflated,other,448,40,6,9
lungs,condition,emphysematous,other,448,284,6,9
lungs,condition,well-aerated,other,448,174,6,9
lungs,condition,hypoinflated,other,448,695,6,9
pleural effusion,presence,no,other,354,587,12,9
pleural effusion,presence,small,other,354,724,12,9
pleural effusion,presence,minimal,other,354,533,12,9
pneumothorax,presence,no,other,160,587,12,9
scarring,appearance,biapical,other,704,323,5,9
scarring,appearance,left base,other,704,474,5,9
scarring,appearance,right base,other,704,206,5,9
scarring,appearance,bilateral base,other,704,246,5,9
scarring,appearance,left upper lobe,other,704,254,5,9
scarring,appearance,right upper lobe,other,704,413,5,9
scarring,appearance,lingula,other,704,100,5,9
atelectasis,appearance,left base,other,54,474,5,9
atelectasis,appearance,right base,other,54,206,5,9
atelectasis,appearance,bilateral base,other,54,246,5,9
consolidation,presence,no,other,804,587,12,9
consolidation,appearance,right upper lobe,other,804,413,5,9
consolidation,appearance,left lower lobe,other,804,425,5,9
granuloma,type,calcified,other,507,494,18,9
granuloma,appearance,right hilum,other,507,273,5,9
granuloma,appearance,left lower lobe,other,507,425,5,9
aorta,condition,tortuous,other,336,432,6,9
aorta,condition,calcified,other,336,494,6,9
aorta,condition,ectatic,other,336,22,6,9
aorta,condition,atherosclerotic,other,336,330,6,9
mediastinum,appearance,normal,other,469,134,5,9
mediastinum,appearance,unremarkable,other,469,504,5,9
COPD,presence,yes,other,706,577,12,9
emphysema,presence,yes,other,371,577,12,9
emphysema,severity,severe,other,371,532,9,9
pulmonary vasculature,appearance,normal,other,80,134,5,9
pulmonary vasculature,appearance,prominent,other,80,637,5,9
rib fracture,presence,old,other,685,243,12,9
rib fracture,appearance,left 9th,other,685,145,5,9
spine,condition,degenerative changes,other,338,66,6,9
spine,condition,scoliosis,other,338,213,6,9
spine,condition,osteophytes,other,338,303,6,9
pacemaker,presence,yes,other,680,577,12,9
pacemaker,appearance,left chest wall,other,680,193,5,9
hiatal hernia,presence,yes,other,433,577,12,9
lung volumes,condition,low,other,502,253,6,9
airspace disease,appearance,right upper lobe,other,352,413,5,9
airspace disease,appearance,left lower lobe,other,352,425,5,9
pleural thickening,appearance,left apex,other,295,779,5,9
pleural thickening,appearance,right apex,other,295,167,5,9
bronchiectasis,presence,yes,other,493,577,12,9
bronchiectasis,cause,cystic fibrosis,other,493,403,17,9
tuberculosis,status,previous,other,401,169,7,9
cardiomegaly,presence,yes,other,590,577,12,9
cardiomegaly,severity,mild,other,590,280,9,9
lung mass,appearance,left lung base,other,112,186,5,9
AICD,presence,yes,other,261,577,12,9
AICD,appearance,left chest wall,other,261,193,5,9
central venous catheter,presence,yes,other,299,577,12,9
central venous catheter,appearance,right jugular,other,299,559,5,9
CABG,status,post,other,726,622,7,9
mitral valve,status,post surgery,other,676,126,7,9
sternotomy,status,post,other,181,622,7,9
lungs,condition,hyperaerated,other,448,142,6,9
lungs,condition,hyperexpanded,other,448,765,6,9
lungs,condition,hyperinflated,other,448,40,6,9
lungs,condition,clear,other,448,658,6,9
lungs,condition,emphysematous,other,448,284,6,9
heart,size,normal,other,351,134,2,9
heart,size,mildly enlarged,other,351,407,2,9
heart,size,borderline,other,351,698,2,9
mediastinum,appearance,unremarkable,other,469,504,5,9
mediastinum,appearance,normal,other,469,134,5,9
aorta,condition,tortuous,other,336,432,6,9
aorta,condition,calcified,other,336,494,6,9
aorta,condition,ectatic,other,336,22,6,9
aorta,condition,atherosclerotic,other,336,330,6,9
diaphragm,condition,flattened,other,471,232,6,9
pleural effusion,presence,no,other,354,587,12,9
pleural effusion,presence,small,other,354,724,12,9
pneumothorax,presence,no,other,160,587,12,9
pulmonary vasculature,appearance,normal,other,80,134,5,9
pulmonary vasculature,appearance,prominent,other,80,637,5,9
emphysema,presence,yes,other,371,577,12,9
emphysema,severity,mild,other,371,280,9,9
emphysema,severity,severe,other,371,532,9,9
COPD,presence,yes,other,706,577,12,9
consolidation,presence,no,other,804,587,12,9
consolidation,appearance,right middle lobe,other,804,778,5,9
consolidation,appearance,right upper lobe,other,804,413,5,9
granuloma,type,calcified,other,507,494,18,9
granuloma,appearance,right hilum,other,507,273,5,9
granuloma,appearance,left upper lobe,other,507,254,5,9
atelectasis,appearance,bibasilar,other,54,361,5,9
atelectasis,appearance,left base,other,54,474,5,9
atelectasis,appearance,right base,other,54,206,5,9
scarring,appearance,biapical,other,704,323,5,9
scarring,appearance,left base,other,704,474,5,9
scarring,appearance,right base,other,704,206,5,9
spine,condition,degenerative changes,other,338,66,6,9
spine,condition,scoliosis,other,338,213,6,9
spine,condition,kyphosis,other,338,417,6,9
rib,condition,fracture,other,711,341,6,9
rib,appearance,left,other,711,244,5,9
rib,appearance,right,other,711,683,5,9
pacemaker,presence,yes,other,680,577,12,9
pacemaker,appearance,left chest wall,other,680,193,5,9
AICD,presence,yes,other,261,577,12,9
AICD,appearance,left chest wall,other,261,193,5,9
cardiomegaly,presence,yes,other,590,577,12,9
cardiomegaly,severity,mild,other,590,280,9,9
pulmonary artery,condition,enlarged,other,300,140,6,9
lung volumes,condition,low,other,502,253,6,9
lung volumes,condition,increased,other,502,347,6,9
airspace disease,appearance,right middle lobe,other,352,778,5,9
airspace disease,appearance,right upper lobe,other,352,413,5,9
pleural thickening,appearance,biapical,other,295,323,5,9
hiatal hernia,presence,yes,other,433,577,12,9
tuberculosis,status,previous,other,401,169,7,9
sternotomy,status,post,other,181,622,7,9
central venous catheter,presence,yes,other,299,577,12,9
central venous catheter,appearance,right jugular,other,299,559,5,9
PICC line,presence,yes,other,751,577,12,9
PICC line,appearance,left arm,other,751,467,5,9
lungs,condition,hypoinflated,other,448,695,6,9
lungs,condition,low volumes,other,448,468,6,9
lungs,condition,clear,other,448,658,6,9
lungs,condition,hypoventilated,other,448,443,6,9
heart,size,normal,other,351,134,2,9
heart,size,mildly enlarged,other,351,407,2,9
heart,size,borderline,other,351,698,2,9
heart,size,cardiomegaly,other,351,590,2,9
mediastinum,appearance,unremarkable,other,469,504,5,9
mediastinum,appearance,normal,other,469,134,5,9
mediastinum,appearance,widened,other,469,359,5,9
aorta,condition,tortuous,other,336,432,6,9
aorta,condition,calcified,other,336,494,6,9
aorta,condition,atherosclerotic,other,336,330,6,9
diaphragm,condition,elevated,other,471,118,6,9
diaphragm,condition,eventration,other,471,343,6,9
